geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,hora,cou,latitude,longitude
2925303,Praia de Taperapuã,2925303_45,Porto Seguro,Bahia,BA,2019-11-04,2019-12-14,Oleo Nao Observado,10:14:18,1,-16.420841666666668,-39.05373611111111
2925303,Praia de Mucugê,2925303_46,Porto Seguro,Bahia,BA,2019-10-31,2019-12-11,Oleo Nao Observado,NA,1,-16.495391666666666,-39.06866305555556
2805307,Praia da Ponta dos Mangues,2805307_26,Pirambu,Sergipe,SE,2019-11-13,2019-11-16,Oleo Nao Observado,NA,1,-10.731747222222223,-36.84011666666667
2925303,Praia de Itaquena,2925303_47,Porto Seguro,Bahia,BA,2019-11-02,2019-11-19,Oleo Nao Observado,NA,1,-16.652031666666666,-39.094500000000004
2805307,Praia Pirambu,2805307_21,Pirambu,Sergipe,SE,2019-11-07,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-10.682166666666665,-36.775413888888885
2805307,Praia Pirambu,2805307_22,Pirambu,Sergipe,SE,2019-11-09,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-10.687297222222222,-36.78391472222222
2805307,Praia Pirambu,2805307_23,Pirambu,Sergipe,SE,2019-12-09,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-10.692325,-36.79122777777778
2504603,Praia do Amor,2504603_1,Conde,Paraíba,PB,2019-09-30,2019-11-14,Oleo Nao Observado,NA,1,-7.2715555555555556,-34.80232055555555
2504603,Praia de Jacumã,2504603_2,Conde,Paraíba,PB,2019-08-30,2019-12-12,Oleo Nao Observado,NA,1,-7.280236111111111,-34.79920277777778
2504603,Praia de Gramame,2504603_3,Conde,Paraíba,PB,2019-08-30,2019-11-14,Oleo Nao Observado,NA,1,-7.2531027777777775,-34.80609166666667
2614204,Praia de Guaiamum,2614204_8,Sirinhaém,Pernambuco,PE,2019-11-06,2019-11-11,Oleada - Vestigios / Esparsos,NA,1,-8.643983333333333,-35.068090000000005
2614204,Praia da Pedra,2614204_9,Sirinhaém,Pernambuco,PE,2019-11-07,NA,Oleo Nao Observado,NA,1,-8.652572222222222,-35.071402777777784
2614204,Praia da Barra de Sirinhaém,2614204_6,Sirinhaém,Pernambuco,PE,2019-11-06,2019-12-06,Oleo Nao Observado,NA,1,-8.627183333333333,-35.05934166666666
2805307,Praia Pirambu,2805307_18,Pirambu,Sergipe,SE,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-10.667384166666666,-36.751931666666664
2805307,Praia Pirambu,2805307_19,Pirambu,Sergipe,SE,2019-11-13,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-10.672286111111111,-36.759661111111114
2401404,Barra do Guaju,2401404_1,Baía Formosa,Rio Grande do Norte,RN,2019-11-10,2019-12-07,Oleo Nao Observado,NA,1,-6.484858611111111,-34.96904166666667
2401404,Sagi,2401404_2,Baía Formosa,Rio Grande do Norte,RN,2019-09-07,2019-12-13,Oleo Nao Observado,NA,1,-6.466658333333333,-34.97182222222222
2925303,Praia do Mutá,2925303_33,Porto Seguro,Bahia,BA,2019-11-18,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-16.780866666666665,-39.14225277777778
2614204,Praia da Barra de Sirinhaém,2614204_1,Sirinhaém,Pernambuco,PE,2019-10-25,2019-12-12,Oleo Nao Observado,NA,1,-8.619852777777778,-35.055413888888886
2401404,Baía Formosa,2401404_3,Baía Formosa,Rio Grande do Norte,RN,2019-09-07,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-6.368445833333333,-35.001935833333334
2925303,Praia do Mutá,2925303_34,Porto Seguro,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-16.789461111111113,-39.14416666666666
2614204,Ponta da Gameleira,2614204_2,Sirinhaém,Pernambuco,PE,2019-10-18,2019-11-12,Oleada - Vestigios / Esparsos,NA,1,-8.6701,-35.07013611111111
2401404,Praia do Pontal,2401404_4,Baía Formosa,Rio Grande do Norte,RN,2019-10-27,2019-12-07,Oleo Nao Observado,NA,1,-6.321822222222222,-35.03451638888889
2925303,Caraiva,2925303_35,Porto Seguro,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-16.806525,-39.14535277777778
2700607,Barra de São Miguel,2700607_6,Barra de São Miguel,Alagoas,AL,2019-12-05,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-9.832580555555555,-35.88375416666667
2700607,Porto de Vacas,2700607_7,Barra de São Miguel,Alagoas,AL,2019-11-26,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-9.840311111111111,-35.88955
2805307,Praia Pirambu,2805307_10,Pirambu,Sergipe,SE,2019-11-13,2019-11-18,Oleo Nao Observado,NA,1,-10.636088611111111,-36.68606805555555
2900801,Praia de Dona Dinha,2900801_9,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,NA,1,-17.661230555555555,-39.15506666666666
2923001,Costa do Atlântico,2923001_33,Nova Viçosa,Bahia,BA,2019-11-06,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-17.99491111111111,-39.48928611111111
2700607,Barra de São Miguel,2700607_2,Barra de São Miguel,Alagoas,AL,2019-09-19,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-9.8257,-35.87873333333334
2925303,Praia de Caraíva,2925303_32,Porto Seguro,Bahia,BA,2019-11-18,2019-11-18,Oleada - Manchas,NA,1,-16.771569444444445,-39.141325
2805307,Praia Pirambu,2805307_12,Pirambu,Sergipe,SE,2019-12-09,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-10.64161388888889,-36.70297777777778
2700607,Praia do Gunga,2700607_3,Barra de São Miguel,Alagoas,AL,2019-09-22,2019-11-15,Oleo Nao Observado,NA,1,-9.865577777777778,-35.905794444444446
2700607,Lot. Encontro do Mar,2700607_4,Barra de São Miguel,Alagoas,AL,2019-09-21,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-9.787744444444444,-35.85462777777778
2900801,Praia de Iansã,2900801_5,Alcobaça,Bahia,BA,2019-12-11,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-17.614958333333334,-39.18458916666666
2700607,Praia do Barramar,2700607_5,Barra de São Miguel,Alagoas,AL,2019-11-06,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-9.818209722222221,-35.874491666666664
2900801,Praia da Barra (Praia Zeloris),2900801_6,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,NA,1,-17.622475,-39.18123611111111
2914901,Itacaré,2914901_2,Itacaré,Bahia,BA,2019-10-19,2019-12-04,Oleo Nao Observado,NA,1,-14.382875,-39.009994444444445
2700607,Praia Bonita,2700607_1,Barra de São Miguel,Alagoas,AL,2019-10-21,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-9.844436111111111,-35.89570555555556
2914901,Praia do Pontal,2914901_3,Itacaré,Bahia,BA,2019-11-01,NA,Oleada - Vestigios / Esparsos,NA,1,-14.270605555555557,-38.99330555555556
2403608,Praia de Rendinha Nova,2403608_5,Extremoz,Rio Grande do Norte,RN,2019-10-23,2019-12-12,Oleo Nao Observado,NA,1,-5.717450555555556,-35.20048222222223
2914901,Praia da Concha,2914901_5,Itacaré,Bahia,BA,2019-11-08,2019-12-06,Oleo Nao Observado,NA,1,-14.276616666666667,-38.98720277777778
2408953,Praia de Zumbi,2408953_1,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-11-17,Oleo Nao Observado,NA,1,-5.320083333333333,-35.36305
2403608,Praia de Graçandu,2403608_6,Extremoz,Rio Grande do Norte,RN,2019-10-28,2019-11-06,Oleo Nao Observado,NA,1,-5.650909444444445,-35.217796944444444
2408953,Rio Punaú,2408953_2,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-12-14,Oleo Nao Observado,11:05:02,1,-5.346358333333333,-35.35936944444445
2408953,Praia de Zumbi,2408953_3,Rio do Fogo,Rio Grande do Norte,RN,2019-11-07,2019-12-14,Oleo Nao Observado,11:58:45,1,-5.270986111111111,-35.383520555555556
2925303,Coroa Vermelha,2925303_6,Porto Seguro,Bahia,BA,2019-12-01,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-16.33745833333333,-39.007802777777776
2403608,Jenipabu,2403608_1,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-12-10,Oleo Nao Observado,NA,1,-5.693180555555556,-35.20571666666667
2914901,Praia da Coroinha,2914901_1,Itacaré,Bahia,BA,2019-11-01,2019-12-05,Oleo Nao Observado,NA,1,-14.276655555555557,-38.99577777777778
2403608,Praia de Santa Rita,2403608_2,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-12-14,Oleo Nao Observado,07:25:38,1,-5.700791944444445,-35.19333333333333
2403608,Praia de Pitangui,2403608_3,Extremoz,Rio Grande do Norte,RN,2019-10-22,2019-11-11,Oleo Nao Observado,NA,1,-5.6186325,-35.22728055555556
2403608,Barra do Rio,2403608_4,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-12-12,Oleo Nao Observado,NA,1,-5.677700000000001,-35.21639166666667
2925303,Praia do Taipe (Praia do Rio da Barra),2925303_2,Porto Seguro,Bahia,BA,2019-11-02,NA,Oleada - Vestigios / Esparsos,NA,1,-16.453719444444445,-39.06304722222222
2925303,Trancoso Itapororó,2925303_3,Porto Seguro,Bahia,BA,2019-10-31,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-16.618465,-39.092958333333335
2800605,Praia de Jatobá,2800605_16,Barra dos Coqueiros,Sergipe,SE,2019-11-12,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-10.824341666666667,-36.929116666666665
2112506,Ilha da Melancieira,2112506_38,Tutóia,Maranhão,MA,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,NA,1,-2.6891694444444445,-42.233044444444445
2925303,Praia de Coroa Vermelha,2925303_4,Porto Seguro,Bahia,BA,2019-12-01,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-16.32736111111111,-39.01728194444444
2800605,Praia de Jatobá,2800605_17,Barra dos Coqueiros,Sergipe,SE,2019-11-11,2019-12-12,Oleo Nao Observado,NA,1,-10.83226111111111,-36.9364
2917904,Mangue Seco,2917904_6,Jandaíra,Bahia,BA,2019-10-04,2019-12-12,Oleo Nao Observado,NA,1,-11.461766666666666,-37.35181166666667
2925303,Praia de Arakakaí,2925303_5,Porto Seguro,Bahia,BA,2019-11-16,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-16.331316666666666,-39.009233333333334
2800605,Santa Isabel,2800605_18,Barra dos Coqueiros,Sergipe,SE,2019-11-29,2019-12-12,Oleo Nao Observado,NA,1,-10.837066666666667,-36.94199444444444
2917904,Conde,2917904_7,Jandaíra,Bahia,BA,2019-10-05,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-11.741502777777777,-37.515175
2800605,Praia da Costa,2800605_19,Barra dos Coqueiros,Sergipe,SE,2019-11-16,2019-11-26,Oleo Nao Observado,NA,1,-10.85198361111111,-36.954144444444445
3304755,Praia dos Sonhos,3304755_4,São Francisco de Itabapoana,Rio de Janeiro,RJ,2019-11-26,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-21.510833333333334,-41.072430555555556
2917904,Jandaíra,2917904_8,Jandaíra,Bahia,BA,2019-11-30,2019-12-14,Oleo Nao Observado,11:30:01,1,-11.454672222222221,-37.35433333333334
2917904,Jandaira,2917904_9,Jandaíra,Bahia,BA,2019-12-14,2019-12-14,Oleada - Vestigios / Esparsos,11:35:11,1,-11.457875,-37.36096111111111
2509057,Tramataia,2509057_6,Marcação,Paraíba,PB,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,NA,1,-6.769129722222222,-34.93477222222222
2917904,Praia Costa Azul,2917904_2,Jandaíra,Bahia,BA,2019-11-12,2019-12-10,Oleo Nao Observado,NA,1,-11.670708333333332,-37.47621388888889
2925303,Praia de Itapororoca,2925303_1,Porto Seguro,Bahia,BA,2019-10-31,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-16.556605555555556,-39.08675
2917904,Costa Azul,2917904_3,Jandaíra,Bahia,BA,2019-11-28,2019-11-28,Oleada - Vestigios / Esparsos,NA,1,-11.686572222222223,-37.484057222222226
3204906,Praia de Guriri,3204906_33,São Mateus,Espírito Santo,ES,2019-11-15,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-18.999441666666666,-39.73272222222222
2917904,Mangue Seco,2917904_4,Jandaíra,Bahia,BA,2019-12-04,2019-12-04,Oleada - Vestigios / Esparsos,NA,1,-11.695291666666668,-37.489152777777775
2800605,Praia de Jatobá,2800605_15,Barra dos Coqueiros,Sergipe,SE,2019-11-12,2019-12-01,Oleo Nao Observado,NA,1,-10.818096388888888,-36.92486666666667
3204906,Praia de Urussuquara,3204906_34,São Mateus,Espírito Santo,ES,2019-11-19,2019-11-30,Oleo Nao Observado,NA,1,-19.009233333333334,-39.73135555555556
2611606,Boa Viagem,2611606_1,Recife,Pernambuco,PE,2019-09-03,2019-11-02,Oleo Nao Observado,NA,1,-8.143963888888889,-34.90425
2917904,Jandaíra,2917904_5,Jandaíra,Bahia,BA,2019-10-04,2019-11-13,Oleada - Vestigios / Esparsos,NA,1,-11.5648,-37.423116666666665
3204906,Praia de Urussuquara,3204906_35,São Mateus,Espírito Santo,ES,2019-11-09,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-19.019045833333333,-39.73068888888889
3204906,Praia de Urussuquara,3204906_36,São Mateus,Espírito Santo,ES,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,NA,1,-19.025016666666666,-39.72993888888889
2706802,Foz do Rio São Francisco,2706802_21,Piaçabuçu,Alagoas,AL,2019-11-20,2019-12-11,Oleo Nao Observado,NA,1,-10.4941,-36.386005833333336
2706802,Foz do Rio São Francisco,2706802_22,Piaçabuçu,Alagoas,AL,2019-10-09,2019-12-11,Oleo Nao Observado,NA,1,-10.49421111111111,-36.392922222222225
2910503,Praia de Massarandupio,2910503_1,Entre Rios,Bahia,BA,2019-10-11,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-12.312675,-37.827980555555555
2917904,Costa Azul,2917904_1,Jandaíra,Bahia,BA,2019-10-14,NA,Oleada - Vestigios / Esparsos,NA,1,-11.678358333333334,-37.48009444444445
2910503,Foz do Rio Subauma,2910503_2,Entre Rios,Bahia,BA,2019-10-07,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-12.226186111111112,-37.76244166666667
2920700,Praia de Itaipu de Fora - Barra Grande de Maraú,2920700_8,Maraú,Bahia,BA,2019-11-23,2019-12-01,Oleo Nao Observado,NA,1,-13.930327777777777,-38.93123333333333
3204906,Praia de Guriri,3204906_32,São Mateus,Espírito Santo,ES,2019-11-24,2019-11-24,Oleada - Vestigios / Esparsos,NA,1,-18.99008611111111,-39.73419416666667
2910503,Praia da Subauma,2910503_3,Entre Rios,Bahia,BA,2019-11-13,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-12.233608055555555,-37.767465
2920700,Praia de Saquaíra,2920700_9,Maraú,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-14.026172222222224,-38.945899999999995
2905701,Arembepe,2905701_29,Camaçari,Bahia,BA,2019-12-05,2019-12-13,Oleo Nao Observado,NA,1,-12.774391666666668,-38.17724722222222
2920700,Praia de Barra Grande,2920700_4,Maraú,Bahia,BA,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,NA,1,-13.890127777777778,-38.95180972222222
2920700,Praia de Três Coqueiros (Praia de Bombaça),2920700_5,Maraú,Bahia,BA,2019-11-12,2019-12-11,Oleo Nao Observado,NA,1,-13.8860925,-38.937577777777776
2920700,Praia de Taipus de Fora,2920700_6,Maraú,Bahia,BA,2019-11-11,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-13.8944,-38.93406361111111
2703759,Lagoa Azeda,2703759_1,Jequiá da Praia,Alagoas,AL,2019-10-22,2019-12-13,Oleo Nao Observado,NA,1,-9.97415,-35.981030555555556
2920700,Praia de Três Coqueiros (Praia de Bombaça),2920700_7,Maraú,Bahia,BA,2019-11-11,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.903283333333334,-38.93080277777778
2905701,Barra de Jacuípe,2905701_20,Camaçari,Bahia,BA,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-12.697833333333334,-38.1136
2706802,Piabuçu,2706802_18,Piaçabuçu,Alagoas,AL,2019-11-30,2019-12-11,Oleo Nao Observado,NA,1,-10.472275,-36.37318333333334
2706802,Piaçabuçu,2706802_19,Piaçabuçu,Alagoas,AL,2019-11-29,2019-12-11,Oleo Nao Observado,NA,1,-10.481725,-36.378141666666664
3204906,Praia da Barra Nova,3204906_26,São Mateus,Espírito Santo,ES,2019-11-19,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-18.93615,-39.742575
3204906,Praia da Barra Nova,3204906_27,São Mateus,Espírito Santo,ES,2019-11-11,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-18.946680555555556,-39.74035
3204906,Praia da Barra Nova,3204906_28,São Mateus,Espírito Santo,ES,2019-11-11,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-18.953919444444445,-39.73889722222222
2706802,APA de Piaçabuçu - Dunas,2706802_14,Piaçabuçu,Alagoas,AL,2019-11-14,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.431472222222222,-36.35071027777778
2706802,Piabuçu,2706802_16,Piaçabuçu,Alagoas,AL,2019-11-30,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.455672222222221,-36.36294166666667
3204906,Praia da Barra Nova,3204906_23,São Mateus,Espírito Santo,ES,2019-11-10,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-18.909744444444442,-39.744525
2706802,Piabuçu,2706802_17,Piaçabuçu,Alagoas,AL,2019-11-30,2019-12-11,Oleo Nao Observado,NA,1,-10.464208333333332,-36.368364722222225
3204906,Praia da Barra Nova,3204906_24,São Mateus,Espírito Santo,ES,2019-11-18,2019-11-24,Oleada - Vestigios / Esparsos,NA,1,-18.919536111111114,-39.74400555555555
2700508,Ilha da Croa,2700508_2,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-10-30,Oleada - Vestigios / Esparsos,NA,1,-9.384728055555556,-35.492533333333334
3204906,Praia da Barra Nova,3204906_25,São Mateus,Espírito Santo,ES,2019-11-11,2019-11-11,Oleada - Vestigios / Esparsos,NA,1,-18.927658333333333,-39.74366666666667
2700508,Barra do Santo Antônio,2700508_3,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-11-09,Oleada - Manchas,NA,1,-9.428605555555555,-35.50680555555556
2706802,Piabuçu,2706802_11,Piaçabuçu,Alagoas,AL,2019-11-30,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.407833333333334,-36.33779722222222
2105005,Ilha de Santana,2105005_17,Humberto de Campos,Maranhão,MA,2019-11-13,2019-11-29,Oleo Nao Observado,NA,1,-2.275063888888889,-43.68523027777778
2700508,Barra do Rio Santo Antônio,2700508_4,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-12-12,Oleo Nao Observado,NA,1,-9.410669444444444,-35.49681388888889
2706802,Praia do Peba,2706802_12,Piaçabuçu,Alagoas,AL,2019-11-07,2019-12-12,Oleo Nao Observado,NA,1,-10.416597222222222,-36.34313055555556
3204906,Praia de Guriri,3204906_20,São Mateus,Espírito Santo,ES,2019-11-16,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-18.814794444444445,-39.74937222222222
2706802,Piabuçu,2706802_13,Piaçabuçu,Alagoas,AL,2019-11-30,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.423705555555555,-36.34659166666667
3204906,Praia da Barra Nova,3204906_21,São Mateus,Espírito Santo,ES,2019-11-23,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-18.82729722222222,-39.75009722222222
2905701,Praia do Japonês,2905701_6,Camaçari,Bahia,BA,2019-10-21,2019-12-10,Oleo Nao Observado,NA,1,-12.839777777777778,-38.23471694444444
2700508,Barra de Santo Antônio,2700508_1,Barra de Santo Antônio,Alagoas,AL,2019-09-22,2019-11-30,Oleo Nao Observado,NA,1,-9.348277777777778,-35.46390277777778
2905701,Rio Pojuca,2905701_7,Camaçari,Bahia,BA,2019-10-13,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-12.597355555555556,-38.03064444444444
2905701,Guarajuba,2905701_13,Camaçari,Bahia,BA,2019-11-29,2019-12-09,Oleo Nao Observado,NA,1,-12.653172222222222,-38.06832805555556
2905701,Praia de Jauá,2905701_2,Camaçari,Bahia,BA,2019-10-18,2019-12-01,Oleo Nao Observado,NA,1,-12.82733611111111,-38.22320555555556
2905701,Barra do Jacuípe,2905701_3,Camaçari,Bahia,BA,2019-10-22,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-12.704472222222222,-38.120577777777775
2905701,Praia de Itacimirim,2905701_4,Camaçari,Bahia,BA,2019-10-09,2019-11-19,Oleo Nao Observado,NA,1,-12.629069444444445,-38.045113888888885
2905701,Arembepe,2905701_5,Camaçari,Bahia,BA,2019-10-10,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-12.760863888888888,-38.16676861111111
2905701,Guarajuba,2905701_1,Camaçari,Bahia,BA,2019-10-09,2019-11-05,Oleo Nao Observado,NA,1,-12.648319444444445,-38.06106944444444
2932903,Praia de Guaibim,2932903_24,Valença,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-13.296727777777777,-38.96515277777778
2917300,Praia de Pratigi,2917300_8,Ituberá,Bahia,BA,2019-11-09,2019-12-08,Oleada - Vestigios / Esparsos,NA,1,-13.799574999999999,-38.99563333333334
2932903,Praia de Guaibim,2932903_25,Valença,Bahia,BA,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-13.305200000000001,-38.96588611111111
3204906,Praia da Barra Nova,3204906_19,São Mateus,Espírito Santo,ES,2019-11-23,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-18.809486111111113,-39.749094444444445
2917300,Praia de Pratigi,2917300_9,Ituberá,Bahia,BA,2019-11-12,2019-12-08,Oleada - Vestigios / Esparsos,NA,1,-13.80760277777778,-38.99189166666667
2917300,Praia de Pratigi,2917300_4,Ituberá,Bahia,BA,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,NA,1,-13.754433333333333,-38.99806944444445
2932903,Praia de Guaibim,2932903_21,Valença,Bahia,BA,2019-11-23,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-13.259769444444444,-38.95516944444445
3204906,Praia de Guriri,3204906_15,São Mateus,Espírito Santo,ES,2019-11-17,2019-11-25,Oleada - Vestigios / Esparsos,NA,1,-18.771908333333332,-39.74816666666667
2932903,Praia de Guaibim,2932903_22,Valença,Bahia,BA,2019-11-05,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-13.267849722222223,-38.95858333333334
3204906,Praia do Bosque,3204906_16,São Mateus,Espírito Santo,ES,2019-11-12,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-18.778783333333333,-39.74859166666667
2917300,Praia de Pratigi,2917300_6,Ituberá,Bahia,BA,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-13.772711111111112,-39.00169416666667
2917300,Praia de Pratigi,2917300_7,Ituberá,Bahia,BA,2019-11-05,2019-12-11,Oleo Nao Observado,NA,1,-13.781783333333333,-39.00076638888889
3204906,Praia do Bosque,3204906_17,São Mateus,Espírito Santo,ES,2019-11-13,2019-11-21,Oleada - Vestigios / Esparsos,NA,1,-18.79018055555556,-39.74881666666667
2112506,Arpoador,2112506_12,Tutóia,Maranhão,MA,2019-12-02,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-2.7150194444444447,-42.43111388888889
2207702,Pedra do Sal,2207702_13,Parnaíba,Piauí,PI,2019-11-20,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-2.8190766666666662,-41.71333888888889
3204906,Praia do Bosque,3204906_18,São Mateus,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-18.79690277777778,-39.74884166666667
2917300,Sirinhaém,2917300_1,Ituberá,Bahia,BA,2019-10-26,2019-12-04,Oleada - Vestigios / Esparsos,NA,1,-13.790069444444445,-38.998066666666666
2207702,Pedra do Sal,2207702_14,Parnaíba,Piauí,PI,2019-11-27,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-2.824775,-41.70614166666667
2207702,Axixá,2207702_15,Parnaíba,Piauí,PI,2019-11-21,2019-11-26,Oleo Nao Observado,NA,1,-2.831658333333333,-41.69914166666666
2917300,Ponta do Contrato,2917300_2,Ituberá,Bahia,BA,2019-10-29,2019-12-13,Oleo Nao Observado,NA,1,-13.81075,-39.05627222222222
2207702,Delta Sul do Parnaíba,2207702_11,Parnaíba,Piauí,PI,2019-11-18,2019-11-24,Oleada - Manchas,NA,1,-2.805438888888889,-41.732733333333336
2504603,Praia de Tabatinga,2504603_4,Conde,Paraíba,PB,2019-10-23,2019-11-19,Oleo Nao Observado,NA,1,-7.313538888888889,-34.80202472222222
2305357,Barra Grande,2305357_24,Icapuí,Ceará,CE,2019-12-11,2019-12-13,Oleo Nao Observado,NA,1,-4.691147222222223,-37.35698611111111
2917805,Barra do Garcez,2917805_6,Jaguaripe,Bahia,BA,2019-11-28,2019-11-28,Oleada - Vestigios / Esparsos,NA,1,-13.15586388888889,-38.83175555555556
2103703,Ilha Maiaú,2103703_386,Cururupu,Maranhão,MA,2019-11-20,2019-12-14,Oleo Nao Observado,08:19:53,1,-1.2772027777777777,-44.90008527777778
2906303,Praia da Costa,2906303_5,Canavieiras,Bahia,BA,2019-11-12,2019-12-14,Oleo Nao Observado,09:08:04,1,-15.67016111111111,-38.934401666666666
2906303,Praia do Poxim,2906303_6,Canavieiras,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.38655,-38.973980555555556
2906303,Praia do Poxim,2906303_7,Canavieiras,Bahia,BA,2019-12-03,2019-12-05,Oleada - Vestigios / Esparsos,NA,1,-15.39528611111111,-38.97226666666667
2906303,Praia da Barra do Albino,2906303_1,Canavieiras,Bahia,BA,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-15.59711388888889,-38.94430833333333
2800605,Praia Atalaia Nova,2800605_27,Barra dos Coqueiros,Sergipe,SE,2019-11-16,2019-12-13,Oleo Nao Observado,NA,1,-10.932866666666666,-37.01595833333333
2906303,Peso,2906303_2,Canavieiras,Bahia,BA,2019-12-02,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-15.716675277777778,-38.91376666666667
2800605,Barra dos Coqueiros,2800605_28,Barra dos Coqueiros,Sergipe,SE,2019-09-24,2019-12-12,Oleada - Vestigios / Esparsos,NA,1,-10.940697222222223,-37.02053055555555
2609600,Praia de Dell Chifre,2609600_1,Olinda,Pernambuco,PE,2019-09-02,2019-10-27,Oleo Nao Observado,NA,1,-8.027627777777779,-34.857958333333336
2906303,Peso,2906303_3,Canavieiras,Bahia,BA,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-15.725711111111112,-38.91093333333333
2800605,Atalaia Nova,2800605_29,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-12-12,Oleada - Vestigios / Esparsos,NA,1,-10.94946111111111,-37.026125
2906303,Praia da Costa,2906303_4,Canavieiras,Bahia,BA,2019-11-05,2019-11-14,Oleada - Manchas,NA,1,-15.705563888888888,-38.92603888888889
