name,município,data_avist,estado,latitude,longitude,data_revis,status,geocodigo
Praia Peito de Moça,Luís Correia,2019-09-30,Piauí,-2.90395,-41.5979916666667,NA,Óleo - Não Observado,2205706
Atalaia,Luís Correia,2019-09-30,Piauí,-2.88353888888889,-41.6375944444444,2019-11-06,Óleo - Não Observado,2205706
Luís Correia,Luís Correia,2019-09-30,Piauí,-2.90028888888889,-41.6062083333333,2019-11-04,Óleo - Não Observado,2205706
Praia do Coqueiro,Luís Correia,2019-09-30,Piauí,-2.9043,-41.5721222222222,2019-11-06,Óleo - Não Observado,2205706
Praia de Saquaíra,Maraú,2019-11-08,Bahia,-14.0442611111111,-38.9488916666667,2019-11-08,Oleada - Vestígios/Esparsos,2920700
Praia do Arrombado,Luís Correia,2019-09-27,Piauí,-2.91119722222222,-41.5221888888889,2019-09-27,Óleo - Não Observado,2205706
Praia da Ribeira,Itacaré,2019-10-30,Bahia,-14.2909944444444,-38.9832,2019-11-08,Óleo - Não Observado,2914901
Lagoinha,Paraipaba,2019-10-01,Ceará,-3.347475,-39.115225,2019-10-18,Oleada - Vestígios/Esparsos,2310258
Praia do Resende,Itacaré,2019-11-07,Bahia,-14.2841722222222,-38.9846916666667,2019-11-07,Oleada - Vestígios/Esparsos,2914901
Praia Engenhoca,Itacaré,2019-10-28,Bahia,-14.3535444444444,-39.0020444444444,NA,Oleada - Manchas,2914901
Praia da Prainha,Aquiraz,2019-09-10,Ceará,-3.89934166666667,-38.3481111111111,2019-11-07,Óleo - Não Observado,2301000
Praia de Ponta da Tulha,Ilhéus,2019-10-28,Bahia,-14.5944861111111,-39.0541972222222,2019-11-04,Oleada - Vestígios/Esparsos,2913606
Praia de Cururupe,Ilhéus,2019-10-27,Bahia,-14.8912444444444,-39.0233583333333,2019-11-02,Oleada - Manchas,2913606
Praia do Futuro,Fortaleza,2019-10-06,Ceará,-3.74625555555556,-38.4469416666667,2019-11-04,Óleo - Não Observado,2304400
Praia dos Milionários,Ilhéus,2019-11-07,Bahia,-14.8761666666667,-39.0235138888889,2019-11-07,Oleada - Vestígios/Esparsos,2913606
Praia de Pratigi,Ituberá,2019-11-07,Bahia,-13.718475,-38.9881305555556,2019-11-07,Oleada - Vestígios/Esparsos,2917300
Pedra do Sal,Parnaíba,2019-09-30,Piauí,-2.80683333333333,-41.7265833333333,2019-10-27,Óleo - Não Observado,2207702
Praia do Pontal,Parnaíba,2019-10-29,Piauí,-2.77083055555556,-41.7768527777778,2019-10-31,Oleada - Vestígios/Esparsos,2207702
Ilha Quiepe,Igrapiúna,2019-11-01,Bahia,-13.837,-38.9394583333333,NA,Oleada - Manchas,2913457
Panelas,Maraú,2019-10-31,Bahia,-13.9649222222222,-38.9345111111111,NA,Oleada - Vestígios/Esparsos,2920700
Praia de Bitupitá,Barroquinha,2019-10-21,Ceará,-2.88544166666667,-41.2679972222222,2019-11-03,Óleo - Não Observado,2302057
Praia de Piracanga,Maraú,2019-10-31,Bahia,-14.207575,-38.9911527777778,2019-11-02,Oleada - Vestígios/Esparsos,2920700
Praia de Aibim,Maraú,2019-11-04,Bahia,-14.1658722222222,-38.9791,2019-11-04,Oleada - Vestígios/Esparsos,2920700
Praia de Saquaíra,Maraú,2019-10-24,Bahia,-14.0177527777778,-38.9444694444444,2019-11-03,Oleada - Vestígios/Esparsos,2920700
Taipu de Fora,Maraú,2019-10-20,Bahia,-13.9381444444444,-38.9284666666667,2019-11-03,Oleada - Vestígios/Esparsos,2920700
Praia da Costa,Canavieiras,2019-11-05,Bahia,-15.7055666666667,-38.9260416666667,2019-11-05,Oleada - Manchas,2906303
Praia da Costa,Canavieiras,2019-11-07,Bahia,-15.6610277777778,-38.9360638888889,2019-11-07,Oleada - Vestígios/Esparsos,2906303
Praia de Lençóis,Una,2019-11-08,Bahia,-15.1495972222222,-38.9959166666667,2019-11-08,Oleada - Vestígios/Esparsos,2932507
Praia de Atalaia (Barra Sul de Canavieiras),Canavieiras,2019-11-05,Bahia,-15.6876944444444,-38.9293333333333,2019-11-05,Oleada - Vestígios/Esparsos,2906303
Praia do quati,Alcobaça,2019-11-08,Bahia,-17.4491388888889,-39.1923138888889,2019-11-08,Oleada - Vestígios/Esparsos,2900801
Praia dos Corais,Alcobaça,2019-11-08,Bahia,-17.476075,-39.1929722222222,2019-11-08,Oleada - Vestígios/Esparsos,2900801
Praia dos Coqueiros,Alcobaça,2019-11-08,Bahia,-17.4944305555556,-39.1926972222222,2019-11-08,Oleada - Vestígios/Esparsos,2900801
Atalaia Nova,Barra dos Coqueiros,2019-09-02,Sergipe,-10.9494611111111,-37.026125,2019-10-30,Oleada - Vestígios/Esparsos,2800605
Praia do Sul,Ilhéus,2019-10-28,Bahia,-14.909875,-39.0208527777778,2019-11-01,Oleada - Vestígios/Esparsos,2913606
Praia de Lençóis,Ilhéus,2019-11-03,Bahia,-15.0687138888889,-38.9970583333333,2019-11-03,Oleada - Vestígios/Esparsos,2913606
Praia de Mamoã,Ilhéus,2019-11-04,Bahia,-14.5682111111111,-39.0482722222222,2019-11-04,Oleada - Vestígios/Esparsos,2913606
São Domingos,Ilhéus,2019-11-03,Bahia,-14.7116527777778,-39.0653472222222,2019-11-04,Óleo - Não Observado,2913606
Praia Jóia do Atlântico,Ilhéus,2019-10-31,Bahia,-14.6385555555556,-39.0654472222222,NA,Oleada - Vestígios/Esparsos,2913606
Praia Jóia do Atlântico,Ilhéus,2019-10-31,Bahia,-14.6352694444444,-39.0655388888889,NA,Oleada - Vestígios/Esparsos,2913606
Praia da Ponta do Ramo,Ilhéus,2019-10-29,Bahia,-14.5334944444444,-39.0363555555556,NA,Oleada - Vestígios/Esparsos,2913606
Praia dos Milionários,Ilhéus,2019-10-21,Bahia,-14.8406305555556,-39.0253666666667,2019-10-27,Oleada - Vestígios/Esparsos,2913606
Praia do Marciano,Ilhéus,2019-11-07,Bahia,-14.7801083333333,-39.0472222222222,2019-11-07,Oleada - Vestígios/Esparsos,2913606
Praia da Avenida,Ilhéus,2019-10-29,Bahia,-14.7925083333333,-39.0289,2019-10-30,Oleada - Vestígios/Esparsos,2913606
Praia Pé de Serra,Ilhéus,2019-10-28,Bahia,-14.5158888888889,-39.0360194444444,2019-10-30,Oleada - Vestígios/Esparsos,2913606
Ilha de Comandatuba (Barra Norte e Barra Sul),Una,2019-11-06,Bahia,-15.3500611111111,-38.9801194444444,2019-11-06,Oleada - Vestígios/Esparsos,2932507
Ilha de Comandatuba (Barra Norte e Barra Sul),Una,2019-10-30,Bahia,-15.3407722222222,-38.9815194444444,2019-11-02,Oleada - Manchas,2932507
Praia de Cururupe,Ilhéus,2019-11-08,Bahia,-14.9187388888889,-39.01995,2019-11-08,Oleada - Vestígios/Esparsos,2913606
Praia do Centro,Prado,2019-11-06,Bahia,-17.3175,-39.2199833333333,2019-11-08,Óleo - Não Observado,2925501
Praia de Corumbau,Prado,2019-11-01,Bahia,-16.9364055555556,-39.1483833333333,2019-11-04,Oleada - Vestígios/Esparsos,2925501
Costa do Atlântico,Nova Viçosa,2019-11-06,Bahia,-17.9949138888889,-39.4892861111111,2019-11-06,Oleada - Vestígios/Esparsos,2923001
Barra do Rio Mamanguape,Rio Tinto,2019-09-07,Paraíba,-6.77191111111111,-34.9241361111111,2019-10-31,Óleo - Não Observado,2512903
Praia de Guaratiba,Prado,2019-11-04,Bahia,-17.4143361111111,-39.2013305555556,2019-11-07,Óleo - Não Observado,2925501
Costa do atlantico,Nova Viçosa,2019-11-03,Bahia,-17.9743472222222,-39.4722805555556,2019-11-05,Óleo - Não Observado,2923001
Praia Pirambu,Pirambu,2019-11-07,Sergipe,-10.6821694444444,-36.7754166666667,2019-11-07,Oleada - Vestígios/Esparsos,2805307
